Point No,Station,Basin,Country,Lat,Lon,Upstream area,Forecast Date,max_EPS,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_level,Days_until_peak,pfaf_id
170,Million Dollar Bridge Near Cordova Ak,Copper,United States of America,60.675,-144.725,62678.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,811201
171,Highway No5,Mackenzie,Canada,60.675,-114.925,18500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822560
172,Outlet Of Tsu Lake,Mackenzie,Canada,60.675,-111.975,58700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822647
174,Outlet Of Kusawa Lake,Yukon,Canada,60.625,-136.125,4070.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,812982
175,Allakh Yun  At Allakh,Lena,Russian Federation,60.625,135.025,24200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342438
176,Aelvkarleby Krv,Coastal,Sweden,60.575,17.425,28920.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,244600
177,Near Watson Lake,Mackenzie,Canada,60.525,-129.175,12800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822499
178,Bol Shoy Yugan At Ugut,Ob,Russian Federation,60.525,74.025,22100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,312414
179,Near Teslin,Yukon,Canada,60.475,-133.325,30300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,812990
180,Solyanka,Lena,Russian Federation,60.475,120.725,770000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342590
181,Tuolba At Alekseevka,Lena,Russian Federation,60.325,124.025,14400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342560
183,Fort Liard,Mackenzie,Canada,60.225,-123.475,222000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,822440
185,Bol Shoy Patom At Patoma,Lena,Russian Federation,60.075,116.925,27600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342740
186,Upper Crossing,Mackenzie,Canada,60.025,-128.875,33400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822495
187,Fitzgerald Alberta,Mackenzie,Canada,59.875,-111.575,606000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,822700
188,Dovikfoss,Dramselv,Norway,59.875,9.925,16120.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,251040
189,Na,Ob,Russian Federation,59.875,78.975,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312435
190,Tim At Napas,Ob,Russian Federation,59.875,81.925,24500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312438
191,Near The Mouth,Mackenzie,Canada,59.825,-128.625,14500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,822494
192,Novosaratovka,Neva,Russian Federation,59.825,30.525,281000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,243210
193,Above Beaver River,Mackenzie,Canada,59.725,-124.475,119000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822473
194,Krestovskoye,Lena,Russian Federation,59.725,113.175,440000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342770
195,Above Kechika River,Mackenzie,Canada,59.675,-127.225,61600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822491
196,At The Mouth,Mackenzie,Canada,59.625,-127.325,22700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822480
210,Above Boya Creek,Mackenzie,Canada,59.075,-127.525,11200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,822480
197,Solbergfoss,Gloma,Norway,59.625,11.175,40540.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,251021
198,Amga At Buyaga,Lena,Russian Federation,59.625,127.025,23900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342425
199,Lower Crossing,Mackenzie,Canada,59.425,-126.075,104000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822475
200,Narva Hep,Narva,Estonia,59.425,28.175,56000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,242961
201,Sukhona At Raban Ga,Volga,Russian Federation,59.425,40.175,15500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,261467
202,Ekwok Ak,Nushagak,United States of America,59.375,-157.425,25512.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,811605
204,Oevre Stockholm,Coastal,Sweden,59.325,18.075,22639.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,244720
205,Outlet Of Black Lake,Mackenzie,Canada,59.225,-105.575,50700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822845
206,Vasyugan At Sredny Vasyugan,Ob,Russian Federation,59.225,78.225,31700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312445
207,Near Meander River,Mackenzie,Canada,59.175,-117.625,36900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822545
208,Peace Point Alberta,Mackenzie,Canada,59.125,-112.475,293000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,822910
209,Bol Shoy Pit At Bryanka,Yenisei,Russian Federation,59.125,93.475,15100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322580
211,Na,Ob,Russian Federation,59.075,80.975,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,312450
212,Aldan At Tommot,Lena,Russian Federation,58.975,126.275,49500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342491
213,Outlet Of Wapata Lake,Mackenzie,Canada,58.875,-105.825,20700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822846
214,Below Great Island,Seal,Canada,58.875,-96.275,48100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711401
215,Near Fort Nelson,Mackenzie,Canada,58.825,-122.625,20300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,822465
216,Below Stony Lake,Seal,Canada,58.825,-98.275,18400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711404
217,Above Muskwa River,Mackenzie,Canada,58.675,-122.675,22800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,822467
218,En Aval De La Riviere Paladeau,Feuilles,Canada,58.675,-70.425,41700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,722401
219,Near Tulsequah,Taku,Canada,58.625,-133.525,15500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,783904
221,Near Juneau Ak,Taku,United States of America,58.525,-133.675,17094.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,783904
220,Near High Level,Mackenzie,Canada,58.625,-118.325,10400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,822549
222,Holmen,Lake Vattern,Sweden,58.525,16.125,15384.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,244740
223,Yeniseysk,Yenisei,Russian Federation,58.475,92.175,1400000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322590
224,Fort Vermilion,Mackenzie,Canada,58.375,-116.025,223000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,822933
225,Vargoens Krv,Vaenern Goeta,Sweden,58.375,12.375,46886.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,244801
226,Kolpashevo,Ob,Russian Federation,58.275,82.875,486000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,312475
227,Embarras Airport,Mackenzie,Canada,58.225,-111.475,155000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822850
250,Below Mcmurray,Mackenzie,Canada,56.775,-111.425,133000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,822850
228,Tobolsk,Ob,Russian Federation,58.225,68.225,1500000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,312590
229,Rybinskaya Ges,Volga,Russian Federation,58.175,38.775,150000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,283662
230,Tatarka,Yenisei,Russian Federation,58.175,93.375,1040000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322710
231,Above Fox Lake,Seal,Canada,58.125,-98.275,13000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711405
232,Above Red Head Rapids,Churchill,Canada,58.125,-94.625,287000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711811
233,Telegraph Creek,Stikine,Canada,57.925,-131.125,29300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,783803
245,Above Butterfly Creek,Stikine,Canada,57.525,-131.725,36000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,783803
234,Pres De L Embouchure 1,Grande Riviere De La Baleine,Canada,57.875,-67.575,29800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,722704
235,Highway No 88,Mackenzie,Canada,57.825,-115.375,35800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,822923
236,Mashukovka,Yenisei,Russian Federation,57.825,94.325,127000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,322721
237,Bodaibo,Lena,Russian Federation,57.825,114.225,186000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342933
238,Chulbu,Lena,Russian Federation,57.825,130.925,108000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342461
239,Chaya At Podgoenoye,Ob,Russian Federation,57.775,82.625,25000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312474
240,Baturino,Ob,Russian Federation,57.775,85.175,131000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,312491
241,Zmeinovo,Lena,Russian Federation,57.775,108.325,140000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342850
242,Pres De La Riviere Koksoak,Caniapiscau,Canada,57.675,-69.575,42700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,722621
243,Ust Ishim,Ob,Russian Federation,57.675,71.175,564000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,312811
244,Kirenga At Shorokhovo,Lena,Russian Federation,57.625,108.125,46500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,342861
246,Chute De La Pyrite,Caniapiscau,Canada,57.425,-69.225,86800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,722630
247,Below Fidler Lake,Churchill,Canada,57.225,-96.775,271000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711813
248,Above Akie River,Mackenzie,Canada,57.075,-125.175,16000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822997
249,Below Wathaman Lake,Churchill,Canada,57.075,-103.725,10200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711826
251,Au Lac De La Hutte Sauvage,George,Canada,56.775,-64.875,24200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,722807
252,Vikulovo,Ob,Russian Federation,56.775,70.575,151000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312815
253,Near Wrangell,Stikine,United States of America,56.675,-132.175,51593.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,783801
254,Draper,Mackenzie,Canada,56.675,-111.275,30800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,13,822861
255,Above Christina River,Mackenzie,Canada,56.675,-110.925,17000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,822863
256,Yalutorovsk,Ob,Russian Federation,56.675,66.325,241000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312650
257,Above Leaf Rapids,Churchill,Canada,56.475,-100.025,244000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711817
258,Tomsk,Ob,Russian Federation,56.475,84.925,57000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,312482
259,Below Gods River,Hayes - Trib. Hudson Bay,Canada,56.425,-92.775,103000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713210
260,Kettle Generating Station,Nelson,Canada,56.375,-94.575,1060000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712110
261,Long Spruce Generating Station,Nelson,Canada,56.375,-94.375,1060000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712110
262,Tara At Muromtsevo,Ob,Russian Federation,56.375,75.275,16400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312934
263,Below Trout River,Mackenzie,Canada,56.325,-113.825,14300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,822925
264,Near Fort St  John,Mackenzie,Canada,56.275,-120.675,15600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,822960
265,Bratskaya,Yenisei,Russian Federation,56.275,101.775,736000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322739
266,Bolshie Scheki,Kamchatka,Russian Federation,56.275,161.675,51600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,354241
267,Peace River,Mackenzie,Canada,56.225,-117.275,186000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,822939
268,Kan At Kansk,Yenisei,Russian Federation,56.225,95.675,23000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322623
269,Above Pine River,Mackenzie,Canada,56.175,-120.825,83900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,822973
270,Above Devil Rapids,Churchill,Canada,56.175,-103.175,63300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711823
271,Near Taylor,Mackenzie,Canada,56.125,-120.725,97100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,822972
285,East Pine,Mackenzie,Canada,55.725,-121.225,12100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,822972
272,Above Alces River,Mackenzie,Canada,56.125,-120.075,118000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,822950
277,Dunvegan Bridge,Mackenzie,Canada,55.925,-118.575,130000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,822950
273,Above Granville Falls,Churchill,Canada,56.125,-100.475,228000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711819
290,Sandy Bay,Churchill,Canada,55.525,-102.325,212000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711819
274,Hudson Hope,Mackenzie,Canada,56.025,-121.925,70200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,822977
275,At Kelsey Generating Station,Nelson,Canada,56.025,-96.525,1010000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,712150
298,Below Sipiwesk Lake,Nelson,Canada,55.275,-96.975,1050000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,712150
310,Above Bladder Rapids,Nelson,Canada,54.775,-97.925,1000000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712150
276,Biryusa At Biryusinsk,Yenisei,Russian Federation,55.975,97.775,24700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322724
278,Near Patuanak,Churchill,Canada,55.925,-107.725,78700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711859
279,Near Shamattawa,Hayes - Trib. Hudson Bay,Canada,55.875,-92.075,65500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713240
280,Daugavpils,Western Dvina _ Daugava,Latvia,55.875,26.525,64500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,242803
281,Verkhnyaya Angara At Verkhnyaya Zaimka,Yenisei,Russian Federation,55.825,110.125,20600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322767
282,Watino,Mackenzie,Canada,55.775,-117.625,50300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,822941
283,Near Thompson,Nelson,Canada,55.775,-97.875,18500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712120
284,Above Babine River,Skeena,Canada,55.725,-127.675,12400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,783408
286,Above Standing Stone Falls,Nelson,Canada,55.725,-97.025,15400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712140
287,En Amont Du Chenal Ancel,Coastal,Canada,55.675,-74.375,10400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,721940
288,Above Otter Rapids,Churchill,Canada,55.625,-104.725,119000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711851
289,Murom,Volga,Russian Federation,55.575,42.075,188000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,283707
291,Near Guy,Mackenzie,Canada,55.475,-117.175,11100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,822942
292,Om  At Kuibyshev,Ob,Russian Federation,55.475,78.325,12200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312945
293,Krasnoyarskaya Ges,Yenisei,Russian Federation,55.425,92.325,289000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322633
294,Limestone Rapids,Severn,Canada,55.375,-88.325,94300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713430
295,Chulym At Balakhta,Ob,Russian Federation,55.375,91.625,14700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312499
296,Slave Lake,Mackenzie,Canada,55.325,-114.775,13600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,822880
297,At Outlet Of Lac La Ronge,Churchill,Canada,55.325,-104.525,15522.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,711840
299,Inya Nyzhnyaya  At Kaily,Ob,Russian Federation,55.275,84.075,15700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312483
328,Kamenna Obi,Ob,Russian Federation,53.825,81.325,216000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312483
300,Above Shumal Creek,Nass,Canada,55.225,-129.125,19200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,783600
301,En Amont De La Riviere Denys 1,Grande Riviere De La Baleine,Canada,55.225,-76.975,36300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,721923
302,Near Grande Prairie,Mackenzie,Canada,55.075,-118.775,11300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,822946
303,Smalininkai,Neman,Lithuania,55.075,22.575,81200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,242603
304,Jonava,Neman,Lithuania,55.075,24.275,24500.000,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,15,242606
305,Below Allen Rapids,Hayes - Trib. Hudson Bay,Canada,55.025,-93.825,25900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713270
306,Omsk,Ob,Russian Federation,55.025,73.225,769000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312939
307,Below Trout Falls,Hayes Trib. Hudson Bay,Canada,54.875,-95.075,9190.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713223
308,Sortie Du Lac Bienville,Grande Riviere De La Baleine,Canada,54.875,-74.025,21000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,721925
309,Below Waterhen River,Churchill,Canada,54.825,-107.825,45000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,711870
311,Athabasca,Mackenzie,Canada,54.725,-113.325,74600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,822870
312,Ufa,Volga,Russian Federation,54.725,55.975,100000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,283243
313,Usk,Skeena,Canada,54.625,-128.425,42200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,783405
314,Outlet Of Cold Lake,Churchill,Canada,54.575,-109.825,6515.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,711880
315,Iya At Tulun,Yenisei,Russian Federation,54.575,100.675,14500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322742
316,Below Asheweig River Tributary,Winisk River,Canada,54.525,-87.225,50000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713525
317,Jarvie,Mackenzie,Canada,54.475,-114.025,13100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,822892
318,Near Fort St  James,Fraser,Canada,54.425,-124.275,14600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,783284
319,Cold Lake Reserve,Churchill,Canada,54.375,-110.225,14500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,711897
320,Near Dorintosh,Churchill,Canada,54.275,-108.625,20500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,711895
321,Near Windfall,Mackenzie,Canada,54.225,-116.075,19600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,822897
322,Near Island Lake,Hayes Trib. Hudson Bay,Canada,54.075,-94.675,14000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,713290
323,Vanderhoof,Fraser,Canada,54.025,-124.025,22500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,783285
324,Shelley,Fraser,Canada,54.025,-122.625,32400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,783291
325,Isle Pierre,Fraser,Canada,53.975,-123.225,42500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,783283
326,Lena At Kachug,Lena,Russian Federation,53.975,105.875,17400.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,342897
327,The Pas,Nelson,Canada,53.825,-101.175,347000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712303
329,Tuba At Bugurtak,Yenisei,Russian Federation,53.825,92.825,31800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,322643
330,Chumish At Zarinsk,Ob,Russian Federation,53.725,84.925,15900.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,312484
331,Below Cheslatta Falls,Fraser,Canada,53.675,-124.825,15500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,783287
332,Below Tobin Lake,Nelson,Canada,53.675,-103.325,289000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,712309
333,Near Turnberry,Nelson,Canada,53.625,-102.125,12600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,712304
334,Pres De La Grande Riviere,Grande,Canada,53.625,-74.675,19100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,721806
348,En Amont De La Riviere Sakami,Grande,Canada,53.175,-74.475,13200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,721806
335,En Amont De La Riviere De Pontois,Grande,Canada,53.625,-74.525,37000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,721807
336,Churchill Falls Powerhouse,Churchill Labrador,Canada,53.575,-63.975,69200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,723405
337,Barguzin At Barguzin,Yenisei,Russian Federation,53.575,109.575,19800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,322766
